CustomerKey,CustomerID,CustomerName,CustomerSegment,RegionKey,CustomerSince,Industry
741,CUST-0741,Apex Customer 0741,SME,5,2023-09-18,Education
742,CUST-0742,Apex Customer 0742,SME,1,2021-05-04,Manufacturing
743,CUST-0743,Apex Customer 0743,Enterprise,6,2022-06-09,Retail
744,CUST-0744,Apex Customer 0744,SME,5,2019-05-07,Construction
745,CUST-0745,Apex Customer 0745,SME,1,2019-07-05,Education
746,CUST-0746,Apex Customer 0746,Mid-Market,1,2019-08-21,Retail
747,CUST-0747,Apex Customer 0747,Mid-Market,4,2019-11-21,Hospitality
748,CUST-0748,Apex Customer 0748,Mid-Market,1,2023-08-10,Retail
749,CUST-0749,Apex Customer 0749,Mid-Market,6,2019-07-01,Construction
750,CUST-0750,Apex Customer 0750,SME,4,2021-05-12,Retail
751,CUST-0751,Apex Customer 0751,Mid-Market,2,2019-04-23,Professional Services
752,CUST-0752,Apex Customer 0752,SME,1,2022-07-20,Hospitality
753,CUST-0753,Apex Customer 0753,SME,1,2020-05-05,Retail
754,CUST-0754,Apex Customer 0754,Mid-Market,3,2022-04-17,Construction
755,CUST-0755,Apex Customer 0755,SME,1,2023-05-12,Retail
756,CUST-0756,Apex Customer 0756,Enterprise,2,2019-06-13,Education
757,CUST-0757,Apex Customer 0757,SME,3,2023-08-22,Hospitality
758,CUST-0758,Apex Customer 0758,SME,6,2023-02-26,Retail
759,CUST-0759,Apex Customer 0759,Enterprise,2,2022-08-06,Hospitality
760,CUST-0760,Apex Customer 0760,SME,5,2019-02-19,Professional Services
761,CUST-0761,Apex Customer 0761,Mid-Market,1,2022-12-28,Hospitality
762,CUST-0762,Apex Customer 0762,Enterprise,2,2023-08-04,Professional Services
763,CUST-0763,Apex Customer 0763,Mid-Market,2,2023-07-16,Construction
764,CUST-0764,Apex Customer 0764,SME,4,2021-08-26,Education
765,CUST-0765,Apex Customer 0765,SME,1,2021-11-25,Professional Services
766,CUST-0766,Apex Customer 0766,Mid-Market,1,2022-12-22,Hospitality
767,CUST-0767,Apex Customer 0767,SME,6,2023-09-04,Education
768,CUST-0768,Apex Customer 0768,SME,4,2021-10-17,Retail
769,CUST-0769,Apex Customer 0769,Mid-Market,4,2019-04-07,Construction
770,CUST-0770,Apex Customer 0770,SME,5,2019-10-05,Professional Services
771,CUST-0771,Apex Customer 0771,SME,2,2021-01-18,Healthcare
772,CUST-0772,Apex Customer 0772,SME,2,2020-07-07,Retail
773,CUST-0773,Apex Customer 0773,SME,1,2021-07-23,Healthcare
774,CUST-0774,Apex Customer 0774,SME,1,2023-07-05,Construction
775,CUST-0775,Apex Customer 0775,SME,3,2021-11-04,Education
776,CUST-0776,Apex Customer 0776,SME,2,2021-04-07,Professional Services
777,CUST-0777,Apex Customer 0777,SME,1,2023-08-15,Construction
778,CUST-0778,Apex Customer 0778,Mid-Market,4,2021-02-23,Manufacturing
779,CUST-0779,Apex Customer 0779,Mid-Market,4,2023-10-03,Healthcare
780,CUST-0780,Apex Customer 0780,SME,2,2020-04-24,Professional Services
781,CUST-0781,Apex Customer 0781,SME,6,2020-03-12,Education
782,CUST-0782,Apex Customer 0782,Mid-Market,1,2020-12-10,Construction
783,CUST-0783,Apex Customer 0783,SME,3,2020-09-28,Retail
784,CUST-0784,Apex Customer 0784,Enterprise,5,2022-07-03,Retail
785,CUST-0785,Apex Customer 0785,SME,3,2022-02-01,Education
786,CUST-0786,Apex Customer 0786,SME,1,2021-02-16,Construction
787,CUST-0787,Apex Customer 0787,SME,4,2021-03-03,Retail
788,CUST-0788,Apex Customer 0788,SME,1,2022-05-02,Manufacturing
789,CUST-0789,Apex Customer 0789,SME,6,2023-01-16,Manufacturing
790,CUST-0790,Apex Customer 0790,SME,1,2023-02-04,Education
791,CUST-0791,Apex Customer 0791,SME,5,2021-05-01,Construction
792,CUST-0792,Apex Customer 0792,Mid-Market,1,2020-03-03,Retail
793,CUST-0793,Apex Customer 0793,Mid-Market,3,2023-10-14,Education
794,CUST-0794,Apex Customer 0794,SME,6,2020-10-08,Hospitality
795,CUST-0795,Apex Customer 0795,Enterprise,5,2022-07-14,Healthcare
796,CUST-0796,Apex Customer 0796,SME,4,2022-09-27,Professional Services
797,CUST-0797,Apex Customer 0797,SME,3,2022-06-22,Professional Services
798,CUST-0798,Apex Customer 0798,Mid-Market,4,2021-03-17,Education
799,CUST-0799,Apex Customer 0799,SME,4,2020-04-08,Manufacturing
800,CUST-0800,Apex Customer 0800,SME,6,2023-12-02,Healthcare
801,CUST-0801,Apex Customer 0801,SME,4,2022-07-11,Hospitality
802,CUST-0802,Apex Customer 0802,Mid-Market,5,2023-09-16,Education
803,CUST-0803,Apex Customer 0803,SME,1,2019-09-04,Education
804,CUST-0804,Apex Customer 0804,SME,2,2020-06-01,Healthcare
805,CUST-0805,Apex Customer 0805,SME,1,2020-06-08,Manufacturing
806,CUST-0806,Apex Customer 0806,SME,1,2023-11-07,Professional Services
807,CUST-0807,Apex Customer 0807,SME,1,2022-08-14,Construction
808,CUST-0808,Apex Customer 0808,Enterprise,5,2021-12-28,Education
809,CUST-0809,Apex Customer 0809,Mid-Market,4,2020-01-14,Construction
810,CUST-0810,Apex Customer 0810,SME,5,2020-07-03,Education
811,CUST-0811,Apex Customer 0811,SME,5,2022-07-16,Healthcare
812,CUST-0812,Apex Customer 0812,Enterprise,4,2023-03-09,Retail
813,CUST-0813,Apex Customer 0813,Enterprise,3,2021-03-15,Manufacturing
814,CUST-0814,Apex Customer 0814,Enterprise,4,2021-03-11,Retail
815,CUST-0815,Apex Customer 0815,Enterprise,3,2023-03-23,Professional Services
816,CUST-0816,Apex Customer 0816,SME,4,2022-02-17,Hospitality
817,CUST-0817,Apex Customer 0817,SME,3,2020-11-18,Hospitality
818,CUST-0818,Apex Customer 0818,SME,6,2023-09-18,Manufacturing
819,CUST-0819,Apex Customer 0819,SME,5,2020-07-19,Professional Services
820,CUST-0820,Apex Customer 0820,Mid-Market,4,2021-07-15,Healthcare
821,CUST-0821,Apex Customer 0821,SME,3,2020-03-05,Education
822,CUST-0822,Apex Customer 0822,Enterprise,4,2023-11-01,Retail
823,CUST-0823,Apex Customer 0823,SME,4,2019-08-03,Professional Services
824,CUST-0824,Apex Customer 0824,SME,1,2020-11-23,Construction
825,CUST-0825,Apex Customer 0825,SME,3,2022-12-09,Professional Services
826,CUST-0826,Apex Customer 0826,SME,2,2022-06-04,Retail
827,CUST-0827,Apex Customer 0827,SME,5,2022-07-15,Healthcare
828,CUST-0828,Apex Customer 0828,SME,1,2021-05-02,Construction
829,CUST-0829,Apex Customer 0829,SME,2,2022-10-20,Education
830,CUST-0830,Apex Customer 0830,SME,5,2022-01-15,Hospitality
831,CUST-0831,Apex Customer 0831,SME,3,2021-06-22,Healthcare
832,CUST-0832,Apex Customer 0832,SME,4,2022-01-07,Professional Services
833,CUST-0833,Apex Customer 0833,Enterprise,1,2023-05-24,Retail
834,CUST-0834,Apex Customer 0834,SME,2,2023-02-16,Healthcare
835,CUST-0835,Apex Customer 0835,Mid-Market,4,2019-06-11,Healthcare
836,CUST-0836,Apex Customer 0836,Enterprise,3,2021-11-15,Education
837,CUST-0837,Apex Customer 0837,Mid-Market,1,2023-04-27,Professional Services
838,CUST-0838,Apex Customer 0838,Mid-Market,2,2021-12-22,Professional Services
839,CUST-0839,Apex Customer 0839,Mid-Market,3,2022-10-03,Hospitality
840,CUST-0840,Apex Customer 0840,SME,1,2020-01-16,Construction
841,CUST-0841,Apex Customer 0841,Mid-Market,1,2021-04-20,Hospitality
842,CUST-0842,Apex Customer 0842,SME,5,2020-09-27,Healthcare
843,CUST-0843,Apex Customer 0843,Mid-Market,2,2022-02-20,Hospitality
844,CUST-0844,Apex Customer 0844,SME,2,2019-01-09,Healthcare
845,CUST-0845,Apex Customer 0845,SME,4,2020-02-02,Retail
846,CUST-0846,Apex Customer 0846,Mid-Market,5,2019-09-18,Retail
847,CUST-0847,Apex Customer 0847,Mid-Market,5,2021-05-08,Healthcare
848,CUST-0848,Apex Customer 0848,Enterprise,5,2022-01-26,Healthcare
849,CUST-0849,Apex Customer 0849,SME,6,2023-07-08,Retail
850,CUST-0850,Apex Customer 0850,Mid-Market,1,2021-04-14,Hospitality
851,CUST-0851,Apex Customer 0851,SME,5,2021-07-17,Retail
852,CUST-0852,Apex Customer 0852,Mid-Market,1,2023-10-11,Education
853,CUST-0853,Apex Customer 0853,Mid-Market,5,2019-02-26,Retail
854,CUST-0854,Apex Customer 0854,SME,4,2022-04-08,Manufacturing
855,CUST-0855,Apex Customer 0855,SME,3,2019-07-06,Hospitality
856,CUST-0856,Apex Customer 0856,SME,2,2019-04-21,Professional Services
857,CUST-0857,Apex Customer 0857,SME,1,2021-02-12,Manufacturing
858,CUST-0858,Apex Customer 0858,Mid-Market,5,2020-08-18,Manufacturing
859,CUST-0859,Apex Customer 0859,Enterprise,1,2021-03-20,Hospitality
860,CUST-0860,Apex Customer 0860,SME,4,2021-07-15,Construction
861,CUST-0861,Apex Customer 0861,SME,1,2019-12-19,Hospitality
862,CUST-0862,Apex Customer 0862,Mid-Market,4,2022-03-26,Professional Services
863,CUST-0863,Apex Customer 0863,Mid-Market,5,2020-08-09,Hospitality
864,CUST-0864,Apex Customer 0864,Enterprise,2,2023-04-11,Manufacturing
865,CUST-0865,Apex Customer 0865,SME,1,2019-03-24,Education
866,CUST-0866,Apex Customer 0866,Mid-Market,2,2021-07-18,Hospitality
867,CUST-0867,Apex Customer 0867,SME,2,2022-05-12,Manufacturing
868,CUST-0868,Apex Customer 0868,SME,3,2023-08-21,Professional Services
869,CUST-0869,Apex Customer 0869,Enterprise,5,2022-02-22,Construction
870,CUST-0870,Apex Customer 0870,Enterprise,5,2020-04-16,Healthcare
871,CUST-0871,Apex Customer 0871,SME,5,2023-11-16,Hospitality
872,CUST-0872,Apex Customer 0872,SME,4,2021-01-01,Hospitality
873,CUST-0873,Apex Customer 0873,Mid-Market,4,2022-06-19,Construction
874,CUST-0874,Apex Customer 0874,SME,5,2022-07-28,Construction
875,CUST-0875,Apex Customer 0875,Mid-Market,5,2022-07-10,Construction
876,CUST-0876,Apex Customer 0876,SME,3,2019-10-10,Professional Services
877,CUST-0877,Apex Customer 0877,SME,3,2021-11-21,Professional Services
878,CUST-0878,Apex Customer 0878,Mid-Market,6,2022-01-08,Hospitality
879,CUST-0879,Apex Customer 0879,Enterprise,6,2022-12-28,Manufacturing
880,CUST-0880,Apex Customer 0880,Mid-Market,5,2022-03-17,Professional Services
881,CUST-0881,Apex Customer 0881,SME,4,2022-10-17,Hospitality
882,CUST-0882,Apex Customer 0882,SME,2,2022-07-22,Construction
883,CUST-0883,Apex Customer 0883,SME,5,2021-08-22,Manufacturing
884,CUST-0884,Apex Customer 0884,SME,1,2022-01-03,Retail
885,CUST-0885,Apex Customer 0885,SME,5,2022-05-14,Education
886,CUST-0886,Apex Customer 0886,Mid-Market,1,2021-08-09,Education
887,CUST-0887,Apex Customer 0887,SME,3,2019-11-27,Education
888,CUST-0888,Apex Customer 0888,SME,5,2020-11-20,Manufacturing
889,CUST-0889,Apex Customer 0889,SME,4,2020-03-11,Healthcare
890,CUST-0890,Apex Customer 0890,Enterprise,6,2023-01-05,Hospitality
891,CUST-0891,Apex Customer 0891,Mid-Market,4,2022-11-20,Education
892,CUST-0892,Apex Customer 0892,SME,6,2022-08-18,Professional Services
893,CUST-0893,Apex Customer 0893,SME,4,2023-07-03,Education
894,CUST-0894,Apex Customer 0894,Mid-Market,5,2019-05-21,Construction
895,CUST-0895,Apex Customer 0895,Mid-Market,2,2022-04-07,Retail
896,CUST-0896,Apex Customer 0896,SME,2,2021-04-20,Manufacturing
897,CUST-0897,Apex Customer 0897,Mid-Market,1,2023-09-24,Construction
898,CUST-0898,Apex Customer 0898,Mid-Market,6,2023-09-04,Education
899,CUST-0899,Apex Customer 0899,Mid-Market,6,2023-10-24,Education
900,CUST-0900,Apex Customer 0900,SME,5,2022-10-24,Manufacturing
901,CUST-0901,Apex Customer 0901,SME,5,2023-12-05,Professional Services
902,CUST-0902,Apex Customer 0902,Mid-Market,3,2020-09-22,Retail
903,CUST-0903,Apex Customer 0903,SME,1,2020-12-05,Hospitality
904,CUST-0904,Apex Customer 0904,SME,1,2021-03-26,Healthcare
905,CUST-0905,Apex Customer 0905,SME,1,2022-12-24,Education
906,CUST-0906,Apex Customer 0906,SME,1,2020-10-15,Retail
907,CUST-0907,Apex Customer 0907,SME,5,2021-02-14,Professional Services
908,CUST-0908,Apex Customer 0908,Mid-Market,5,2021-04-01,Hospitality
909,CUST-0909,Apex Customer 0909,SME,2,2023-12-04,Healthcare
910,CUST-0910,Apex Customer 0910,Mid-Market,5,2019-01-25,Manufacturing
911,CUST-0911,Apex Customer 0911,SME,2,2022-07-09,Retail
912,CUST-0912,Apex Customer 0912,SME,5,2022-06-05,Manufacturing
913,CUST-0913,Apex Customer 0913,SME,3,2019-06-08,Hospitality
914,CUST-0914,Apex Customer 0914,SME,2,2020-04-25,Construction
915,CUST-0915,Apex Customer 0915,Enterprise,1,2019-06-08,Manufacturing
916,CUST-0916,Apex Customer 0916,SME,4,2022-02-16,Professional Services
917,CUST-0917,Apex Customer 0917,SME,5,2023-04-24,Manufacturing
918,CUST-0918,Apex Customer 0918,SME,1,2021-04-04,Hospitality
919,CUST-0919,Apex Customer 0919,Enterprise,1,2019-11-17,Manufacturing
920,CUST-0920,Apex Customer 0920,Enterprise,4,2022-05-26,Hospitality
921,CUST-0921,Apex Customer 0921,Mid-Market,3,2022-06-08,Hospitality
922,CUST-0922,Apex Customer 0922,SME,5,2023-05-15,Manufacturing
923,CUST-0923,Apex Customer 0923,Mid-Market,1,2021-03-11,Manufacturing
924,CUST-0924,Apex Customer 0924,Mid-Market,2,2022-05-12,Construction
925,CUST-0925,Apex Customer 0925,SME,1,2021-04-18,Construction
926,CUST-0926,Apex Customer 0926,SME,2,2020-10-01,Retail
927,CUST-0927,Apex Customer 0927,Mid-Market,3,2021-11-23,Retail
928,CUST-0928,Apex Customer 0928,Mid-Market,5,2022-03-16,Construction
929,CUST-0929,Apex Customer 0929,SME,6,2022-05-18,Construction
930,CUST-0930,Apex Customer 0930,SME,4,2020-10-15,Construction
931,CUST-0931,Apex Customer 0931,Mid-Market,4,2019-04-11,Professional Services
932,CUST-0932,Apex Customer 0932,SME,3,2020-07-21,Professional Services
933,CUST-0933,Apex Customer 0933,Mid-Market,6,2023-02-13,Construction
934,CUST-0934,Apex Customer 0934,Mid-Market,5,2022-03-06,Retail
935,CUST-0935,Apex Customer 0935,Mid-Market,5,2022-09-25,Hospitality
936,CUST-0936,Apex Customer 0936,SME,3,2022-08-26,Construction
937,CUST-0937,Apex Customer 0937,SME,4,2022-01-09,Retail
938,CUST-0938,Apex Customer 0938,Enterprise,2,2021-11-01,Hospitality
939,CUST-0939,Apex Customer 0939,Mid-Market,5,2020-09-22,Professional Services
940,CUST-0940,Apex Customer 0940,SME,5,2022-08-05,Healthcare
941,CUST-0941,Apex Customer 0941,Enterprise,5,2021-01-06,Construction
942,CUST-0942,Apex Customer 0942,SME,5,2023-08-11,Hospitality
943,CUST-0943,Apex Customer 0943,SME,1,2020-04-20,Education
944,CUST-0944,Apex Customer 0944,SME,2,2023-05-10,Manufacturing
945,CUST-0945,Apex Customer 0945,SME,6,2023-04-05,Retail
946,CUST-0946,Apex Customer 0946,SME,2,2023-04-13,Construction
947,CUST-0947,Apex Customer 0947,Mid-Market,1,2020-12-22,Construction
948,CUST-0948,Apex Customer 0948,SME,1,2022-08-17,Hospitality
949,CUST-0949,Apex Customer 0949,SME,5,2021-06-18,Retail
950,CUST-0950,Apex Customer 0950,Mid-Market,3,2021-06-09,Healthcare
951,CUST-0951,Apex Customer 0951,SME,1,2020-12-21,Hospitality
952,CUST-0952,Apex Customer 0952,SME,4,2020-04-20,Education
953,CUST-0953,Apex Customer 0953,SME,4,2021-04-16,Construction
954,CUST-0954,Apex Customer 0954,Mid-Market,4,2021-02-10,Retail
955,CUST-0955,Apex Customer 0955,Mid-Market,5,2019-08-16,Hospitality
956,CUST-0956,Apex Customer 0956,Enterprise,5,2021-12-06,Healthcare
957,CUST-0957,Apex Customer 0957,SME,1,2022-12-26,Education
958,CUST-0958,Apex Customer 0958,SME,4,2021-10-19,Hospitality
959,CUST-0959,Apex Customer 0959,SME,5,2022-02-16,Healthcare
960,CUST-0960,Apex Customer 0960,Enterprise,1,2023-07-05,Retail
961,CUST-0961,Apex Customer 0961,SME,5,2023-03-02,Hospitality
962,CUST-0962,Apex Customer 0962,SME,1,2023-07-23,Manufacturing
963,CUST-0963,Apex Customer 0963,SME,2,2022-04-27,Hospitality
964,CUST-0964,Apex Customer 0964,Mid-Market,5,2019-01-14,Healthcare
965,CUST-0965,Apex Customer 0965,SME,4,2021-09-20,Hospitality
966,CUST-0966,Apex Customer 0966,SME,3,2023-06-27,Healthcare
967,CUST-0967,Apex Customer 0967,Enterprise,1,2023-12-07,Education
968,CUST-0968,Apex Customer 0968,SME,3,2020-08-01,Manufacturing
969,CUST-0969,Apex Customer 0969,SME,4,2022-09-09,Retail
970,CUST-0970,Apex Customer 0970,SME,5,2021-10-22,Retail
971,CUST-0971,Apex Customer 0971,Enterprise,2,2022-03-07,Professional Services
972,CUST-0972,Apex Customer 0972,SME,4,2022-10-08,Education
973,CUST-0973,Apex Customer 0973,Mid-Market,1,2022-07-27,Education
974,CUST-0974,Apex Customer 0974,SME,1,2023-09-20,Construction
975,CUST-0975,Apex Customer 0975,Mid-Market,2,2020-07-09,Healthcare
976,CUST-0976,Apex Customer 0976,Mid-Market,2,2021-02-16,Professional Services
977,CUST-0977,Apex Customer 0977,Mid-Market,1,2023-02-23,Construction
978,CUST-0978,Apex Customer 0978,SME,6,2022-06-03,Healthcare
979,CUST-0979,Apex Customer 0979,SME,1,2023-07-28,Retail
980,CUST-0980,Apex Customer 0980,Mid-Market,4,2019-07-22,Retail
981,CUST-0981,Apex Customer 0981,Mid-Market,5,2022-08-26,Retail
982,CUST-0982,Apex Customer 0982,Mid-Market,6,2022-04-28,Construction
983,CUST-0983,Apex Customer 0983,SME,5,2023-05-08,Retail
984,CUST-0984,Apex Customer 0984,Enterprise,2,2022-12-07,Education
985,CUST-0985,Apex Customer 0985,SME,3,2022-03-03,Professional Services
986,CUST-0986,Apex Customer 0986,Mid-Market,3,2022-01-21,Hospitality
987,CUST-0987,Apex Customer 0987,Mid-Market,2,2023-11-01,Professional Services
988,CUST-0988,Apex Customer 0988,SME,2,2023-03-12,Manufacturing
989,CUST-0989,Apex Customer 0989,Mid-Market,1,2020-01-13,Professional Services
990,CUST-0990,Apex Customer 0990,SME,4,2022-11-21,Construction
991,CUST-0991,Apex Customer 0991,SME,2,2021-11-20,Hospitality
992,CUST-0992,Apex Customer 0992,SME,1,2023-02-23,Construction
993,CUST-0993,Apex Customer 0993,SME,2,2021-11-18,Professional Services
994,CUST-0994,Apex Customer 0994,SME,2,2023-10-18,Hospitality
995,CUST-0995,Apex Customer 0995,Mid-Market,1,2020-09-25,Healthcare
996,CUST-0996,Apex Customer 0996,Mid-Market,4,2023-08-24,Construction
997,CUST-0997,Apex Customer 0997,SME,4,2021-05-23,Retail
998,CUST-0998,Apex Customer 0998,Enterprise,4,2021-02-17,Construction
999,CUST-0999,Apex Customer 0999,Enterprise,5,2022-05-22,Construction
1000,CUST-1000,Apex Customer 1000,Mid-Market,3,2022-03-15,Professional Services
1001,CUST-1001,Apex Customer 1001,SME,4,2022-06-05,Professional Services
1002,CUST-1002,Apex Customer 1002,Mid-Market,6,2023-08-12,Construction
1003,CUST-1003,Apex Customer 1003,Mid-Market,1,2022-04-23,Retail
1004,CUST-1004,Apex Customer 1004,Mid-Market,2,2021-05-07,Construction
1005,CUST-1005,Apex Customer 1005,SME,4,2022-06-02,Construction
1006,CUST-1006,Apex Customer 1006,SME,1,2020-03-27,Education
1007,CUST-1007,Apex Customer 1007,Mid-Market,2,2021-03-15,Healthcare
1008,CUST-1008,Apex Customer 1008,Mid-Market,1,2022-03-27,Hospitality
1009,CUST-1009,Apex Customer 1009,SME,5,2022-07-25,Education
1010,CUST-1010,Apex Customer 1010,SME,1,2021-06-09,Healthcare
1011,CUST-1011,Apex Customer 1011,Enterprise,1,2022-07-03,Healthcare
1012,CUST-1012,Apex Customer 1012,Enterprise,2,2023-08-09,Professional Services
1013,CUST-1013,Apex Customer 1013,SME,3,2021-05-03,Professional Services
1014,CUST-1014,Apex Customer 1014,Enterprise,1,2021-03-18,Hospitality
1015,CUST-1015,Apex Customer 1015,SME,1,2023-10-08,Professional Services
1016,CUST-1016,Apex Customer 1016,Mid-Market,5,2020-03-05,Healthcare
1017,CUST-1017,Apex Customer 1017,Enterprise,6,2019-05-07,Manufacturing
1018,CUST-1018,Apex Customer 1018,Mid-Market,5,2019-09-25,Construction
1019,CUST-1019,Apex Customer 1019,SME,6,2019-11-13,Education
1020,CUST-1020,Apex Customer 1020,Mid-Market,4,2022-09-01,Retail
1021,CUST-1021,Apex Customer 1021,Enterprise,6,2021-02-24,Education
1022,CUST-1022,Apex Customer 1022,SME,3,2021-10-25,Healthcare
1023,CUST-1023,Apex Customer 1023,SME,5,2022-05-21,Healthcare
1024,CUST-1024,Apex Customer 1024,SME,3,2021-11-19,Education
1025,CUST-1025,Apex Customer 1025,SME,2,2020-12-06,Construction
1026,CUST-1026,Apex Customer 1026,SME,5,2022-06-21,Construction
1027,CUST-1027,Apex Customer 1027,SME,6,2021-01-06,Healthcare
1028,CUST-1028,Apex Customer 1028,Mid-Market,3,2022-07-12,Retail
1029,CUST-1029,Apex Customer 1029,Enterprise,3,2021-05-18,Professional Services
1030,CUST-1030,Apex Customer 1030,SME,5,2022-03-21,Manufacturing
1031,CUST-1031,Apex Customer 1031,SME,1,2023-03-17,Retail
1032,CUST-1032,Apex Customer 1032,Mid-Market,3,2023-01-27,Hospitality
1033,CUST-1033,Apex Customer 1033,SME,2,2022-02-20,Construction
1034,CUST-1034,Apex Customer 1034,SME,2,2022-01-06,Manufacturing
1035,CUST-1035,Apex Customer 1035,SME,4,2023-06-05,Manufacturing
1036,CUST-1036,Apex Customer 1036,Mid-Market,6,2020-10-26,Retail
1037,CUST-1037,Apex Customer 1037,SME,4,2022-10-02,Hospitality
1038,CUST-1038,Apex Customer 1038,SME,1,2023-04-04,Manufacturing
1039,CUST-1039,Apex Customer 1039,SME,4,2023-08-07,Professional Services
1040,CUST-1040,Apex Customer 1040,Enterprise,3,2022-03-26,Construction
1041,CUST-1041,Apex Customer 1041,Enterprise,3,2020-09-07,Healthcare
1042,CUST-1042,Apex Customer 1042,SME,2,2023-12-25,Retail
1043,CUST-1043,Apex Customer 1043,SME,5,2021-09-25,Healthcare
1044,CUST-1044,Apex Customer 1044,Mid-Market,6,2022-05-20,Retail
1045,CUST-1045,Apex Customer 1045,Mid-Market,5,2021-08-14,Professional Services
1046,CUST-1046,Apex Customer 1046,SME,5,2023-09-19,Professional Services
1047,CUST-1047,Apex Customer 1047,Mid-Market,3,2019-07-10,Retail
1048,CUST-1048,Apex Customer 1048,Mid-Market,4,2023-01-12,Hospitality
1049,CUST-1049,Apex Customer 1049,SME,2,2022-11-11,Healthcare
1050,CUST-1050,Apex Customer 1050,SME,3,2021-07-24,Professional Services
1051,CUST-1051,Apex Customer 1051,Enterprise,1,2019-07-19,Healthcare
1052,CUST-1052,Apex Customer 1052,SME,2,2023-05-07,Hospitality
1053,CUST-1053,Apex Customer 1053,SME,2,2021-07-17,Hospitality
1054,CUST-1054,Apex Customer 1054,SME,4,2021-12-02,Professional Services
1055,CUST-1055,Apex Customer 1055,SME,6,2019-04-09,Hospitality
1056,CUST-1056,Apex Customer 1056,Enterprise,5,2023-06-08,Professional Services
1057,CUST-1057,Apex Customer 1057,Mid-Market,1,2020-09-03,Retail
1058,CUST-1058,Apex Customer 1058,SME,1,2021-03-19,Hospitality
1059,CUST-1059,Apex Customer 1059,Mid-Market,1,2022-09-23,Professional Services
1060,CUST-1060,Apex Customer 1060,Mid-Market,1,2023-10-06,Retail
1061,CUST-1061,Apex Customer 1061,SME,3,2019-07-12,Hospitality
1062,CUST-1062,Apex Customer 1062,Mid-Market,1,2021-09-11,Education
1063,CUST-1063,Apex Customer 1063,Enterprise,5,2021-03-14,Construction
1064,CUST-1064,Apex Customer 1064,SME,2,2023-04-01,Retail
1065,CUST-1065,Apex Customer 1065,SME,1,2021-03-19,Education
1066,CUST-1066,Apex Customer 1066,SME,3,2019-08-08,Hospitality
1067,CUST-1067,Apex Customer 1067,SME,4,2019-11-13,Education
1068,CUST-1068,Apex Customer 1068,SME,5,2022-06-21,Manufacturing
1069,CUST-1069,Apex Customer 1069,SME,5,2020-01-03,Professional Services
1070,CUST-1070,Apex Customer 1070,SME,2,2022-06-02,Construction
1071,CUST-1071,Apex Customer 1071,SME,2,2021-10-12,Construction
1072,CUST-1072,Apex Customer 1072,Mid-Market,5,2020-06-10,Manufacturing
1073,CUST-1073,Apex Customer 1073,Mid-Market,1,2021-01-28,Professional Services
1074,CUST-1074,Apex Customer 1074,Mid-Market,5,2021-04-24,Healthcare
1075,CUST-1075,Apex Customer 1075,Mid-Market,5,2019-01-14,Manufacturing
1076,CUST-1076,Apex Customer 1076,Enterprise,4,2023-10-13,Professional Services
1077,CUST-1077,Apex Customer 1077,Mid-Market,1,2023-01-08,Retail
1078,CUST-1078,Apex Customer 1078,SME,5,2020-11-25,Professional Services
1079,CUST-1079,Apex Customer 1079,SME,5,2019-12-16,Manufacturing
1080,CUST-1080,Apex Customer 1080,Enterprise,4,2020-07-04,Construction
1081,CUST-1081,Apex Customer 1081,SME,3,2022-01-01,Manufacturing
1082,CUST-1082,Apex Customer 1082,SME,5,2023-09-03,Construction
1083,CUST-1083,Apex Customer 1083,Mid-Market,1,2023-11-25,Healthcare
1084,CUST-1084,Apex Customer 1084,SME,4,2022-04-03,Professional Services
1085,CUST-1085,Apex Customer 1085,SME,4,2022-11-27,Professional Services
1086,CUST-1086,Apex Customer 1086,SME,1,2019-10-05,Retail
1087,CUST-1087,Apex Customer 1087,Enterprise,5,2021-02-14,Professional Services
1088,CUST-1088,Apex Customer 1088,Mid-Market,4,2023-04-18,Professional Services
1089,CUST-1089,Apex Customer 1089,SME,2,2020-12-22,Retail
1090,CUST-1090,Apex Customer 1090,SME,2,2020-02-28,Retail
1091,CUST-1091,Apex Customer 1091,SME,1,2021-10-11,Construction
1092,CUST-1092,Apex Customer 1092,SME,2,2022-12-02,Professional Services
1093,CUST-1093,Apex Customer 1093,Mid-Market,5,2023-03-19,Construction
1094,CUST-1094,Apex Customer 1094,Enterprise,3,2020-08-04,Construction
1095,CUST-1095,Apex Customer 1095,SME,5,2023-06-07,Manufacturing
1096,CUST-1096,Apex Customer 1096,SME,3,2022-05-11,Education
1097,CUST-1097,Apex Customer 1097,SME,2,2023-10-08,Hospitality
1098,CUST-1098,Apex Customer 1098,Enterprise,3,2020-11-04,Professional Services
1099,CUST-1099,Apex Customer 1099,Mid-Market,5,2021-04-12,Healthcare
1100,CUST-1100,Apex Customer 1100,Enterprise,4,2022-09-15,Retail
1101,CUST-1101,Apex Customer 1101,SME,1,2019-09-05,Hospitality
1102,CUST-1102,Apex Customer 1102,Enterprise,1,2021-03-01,Retail
1103,CUST-1103,Apex Customer 1103,SME,3,2020-09-13,Healthcare
1104,CUST-1104,Apex Customer 1104,SME,1,2020-10-17,Manufacturing
1105,CUST-1105,Apex Customer 1105,Mid-Market,3,2023-04-01,Professional Services
1106,CUST-1106,Apex Customer 1106,SME,6,2022-01-11,Manufacturing
1107,CUST-1107,Apex Customer 1107,Mid-Market,4,2023-09-21,Construction
